series,x,y,x_uncertainty,y_uncertainty,pixel_x,pixel_y,pixel_half_width,pixel_half_height,support_pixels,marker_shape,evidence_status,segment_break,status,candidate_id,guide_residual_px
simulation-a11,0.04630294803368873,0.7538971380769293,0.012907178146912501,0.011864352246585552,140.0,121.0,4.5,5.0,79,triangle,visible_marker_support,True,visible_candidate,line-simulation-a11-000001,
simulation-a11,0.1266142787255886,0.7752529721207831,0.012907178146912501,0.011864352246585441,168.0,112.0,4.5,5.0,82,triangle,visible_marker_support,False,visible_candidate,line-simulation-a11-000002,
simulation-a11,0.21266213303833847,0.8416933447016618,0.011473047241699952,0.010677917021926997,198.0,84.0,4.0,4.5,69,triangle,visible_marker_support,False,visible_candidate,line-simulation-a11-000003,
simulation-a11,0.29010520191981337,0.85948987307154,0.01720957086255004,0.013050787471244107,225.0,76.5,6.0,5.5,100,triangle,visible_marker_support,False,visible_candidate,line-simulation-a11-000004,
simulation-a11,0.37328479442213824,0.8654220491948328,0.01720957086255004,0.014237222695902663,254.0,74.0,6.0,6.0,102,triangle,visible_marker_support,False,visible_candidate,line-simulation-a11-000005,
simulation-a11,0.45359612511403813,0.8559305673975643,0.01434130905212505,0.011864352246585552,282.0,78.0,5.0,5.0,85,triangle,visible_marker_support,False,visible_candidate,line-simulation-a11-000006,
simulation-a11,0.7017007717158001,0.673219542800148,0.005736523620850198,0.008305046572609887,368.5,155.0,2.0,3.5,32,triangle,visible_marker_support,False,visible_candidate,line-simulation-a11-000007,
simulation-a11,0.7834462333129126,0.6305078747124403,0.015775439957337545,0.020169398819195328,397.0,173.0,5.5,8.5,90,triangle,visible_marker_support,False,visible_candidate,line-simulation-a11-000008,
simulation-a11,0.8035240659858875,0.6305078747124403,0.005736523620849976,0.018982963594536773,404.0,173.0,2.0,8.0,25,triangle,visible_marker_support,False,visible_candidate,line-simulation-a11-000009,
simulation-a11,0.8465479931422626,0.6423722269590257,0.01434130905212494,0.020169398819195328,419.0,168.0,5.0,8.5,63,triangle,visible_marker_support,False,visible_candidate,line-simulation-a11-000010,
simulation-a11,1.1132963415117871,0.8191510754331495,0.004302392715637593,0.008305046572609887,512.0,93.5,1.5,3.5,24,triangle,visible_marker_support,False,visible_candidate,line-simulation-a11-000011,
simulation-a11,1.199344195824537,0.8583034378468815,0.015775439957337545,0.011864352246585552,542.0,77.0,5.5,5.0,92,triangle,visible_marker_support,False,visible_candidate,line-simulation-a11-000012,
simulation-a11,1.2796555265164369,0.8677949196441499,0.015775439957337545,0.011864352246585552,570.0,73.0,5.5,5.0,86,triangle,visible_marker_support,False,visible_candidate,line-simulation-a11-000013,
simulation-a11,1.3614009881135494,0.8630491787455157,0.018643701767762533,0.011864352246585552,598.5,75.0,6.5,5.0,98,triangle,visible_marker_support,False,visible_candidate,line-simulation-a11-000014,
simulation-a11,1.4417123188054493,0.8488119560496131,0.014341309052125162,0.013050787471244107,626.5,81.0,5.0,5.5,90,triangle,visible_marker_support,False,visible_candidate,line-simulation-a11-000015,
simulation-a11,1.6066373729048864,0.7562700085262464,0.012907178146912557,0.011864352246585552,684.0,120.0,4.5,5.0,77,triangle,visible_marker_support,False,visible_candidate,line-simulation-a11-000016,
simulation-a22,0.04917120984411372,0.2128826756326314,0.012907178146912501,0.013050787471244107,141.0,349.0,4.5,5.5,97,circle,visible_marker_support,True,visible_candidate,line-simulation-a22-000001,
simulation-a22,0.10653644605261364,0.19864545293672886,0.025814356293825003,0.016610093145219662,161.0,355.0,9.0,7.0,119,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000002,
simulation-a22,0.1266142787255886,0.18678110069014342,0.0043023927156375374,0.010677917021926997,168.0,360.0,1.5,4.5,22,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000003,
simulation-a22,0.1811112531236635,0.14169656215311854,0.004302392715637482,0.011864352246585552,187.0,379.0,1.5,5.0,19,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000004,
simulation-a22,0.2069256094174885,0.127459339457216,0.022946094483400015,0.020169398819195328,196.0,385.0,8.0,8.5,141,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000005,
simulation-a22,0.24134475114258847,0.11322211676131344,0.008604785431275075,0.013050787471243996,208.0,391.0,3.0,5.5,35,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000006,
simulation-a22,0.29440759463545085,0.10847637586267922,0.04589218896679992,0.020169398819195328,226.5,393.0,16.0,8.5,250,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000007,
simulation-a22,0.42204524519936315,0.10847637586267922,0.07027241435541243,0.020169398819195328,271.0,393.0,24.5,8.5,409,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000008,
simulation-a22,0.49805418317562555,0.13101864513119166,0.004302392715637482,0.014237222695902552,297.5,383.5,1.5,6.0,22,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000009,
simulation-a22,0.513829623132963,0.14169656215311854,0.01434130905212505,0.016610093145219662,303.0,379.0,5.0,7.0,57,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000010,
simulation-a22,0.5697607284362505,0.16423883142163098,0.051628712587650005,0.020169398819195328,322.5,369.5,18.0,8.5,224,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000011,
simulation-a22,0.7002666408105878,0.29000096523543706,0.005736523620849976,0.014237222695902552,368.0,316.5,2.0,6.0,56,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000012,
simulation-a22,0.7719731860712127,0.57355898392883,0.007170654526062581,0.018982963594536773,393.0,197.0,2.5,8.0,30,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000013,
simulation-a22,0.7920510187441876,0.6257621338138061,0.011473047241699952,0.020169398819195328,400.0,175.0,4.0,8.5,66,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000014,
simulation-a22,0.8580210403839625,0.6233892633644891,0.007170654526062581,0.020169398819195328,423.0,176.0,2.5,8.5,33,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000015,
simulation-a22,0.8895719202986374,0.523728704493171,0.004302392715637593,0.020169398819195328,434.0,218.0,1.5,8.5,17,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000016,
simulation-a22,0.9498054183175624,0.2840687891121443,0.008604785431274964,0.014237222695902663,455.0,319.0,3.0,6.0,79,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000017,
simulation-a22,1.0329850108198873,0.17610318366821642,0.022946094483399904,0.020169398819195328,484.0,364.5,8.0,8.5,180,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000018,
simulation-a22,1.0616676289241371,0.16542526664628954,0.004302392715637593,0.014237222695902552,494.0,369.0,1.5,6.0,15,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000019,
simulation-a22,1.1075598178909372,0.15118804395038699,0.03155087991467487,0.020169398819195328,510.0,375.0,11.0,8.5,198,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000020,
simulation-a22,1.1563202686681622,0.12627290423255744,0.005736523620850198,0.016610093145219662,527.0,385.5,2.0,7.0,30,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000021,
simulation-a22,1.193607672203687,0.10847637586267922,0.02581435629382489,0.017796528369878217,540.0,393.0,9.0,7.5,157,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000022,
simulation-a22,1.2251585521183619,0.103730634964045,0.004302392715637593,0.011864352246585552,551.0,395.0,1.5,5.0,22,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000023,
simulation-a22,1.239499861170487,0.101357764514728,0.011473047241700174,0.013050787471244107,556.0,396.0,4.0,5.5,46,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000024,
simulation-a22,1.2796555265164369,0.101357764514728,0.030116749009462485,0.016610093145219662,570.0,396.0,10.5,7.0,174,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000025,
simulation-a22,1.328415977293662,0.101357764514728,0.007170654526062581,0.008305046572609887,587.0,396.0,2.5,3.5,26,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000026,
simulation-a22,1.3628351190187618,0.103730634964045,0.02581435629382489,0.013050787471244107,599.0,395.0,9.0,5.5,162,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000027,
simulation-a22,1.4087273079855618,0.10610350541336211,0.004302392715637593,0.010677917021926997,615.0,394.0,1.5,4.5,11,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000028,
simulation-a22,1.4460147115210866,0.12034072810926477,0.022946094483399904,0.016610093145219773,628.0,388.0,8.0,7.0,145,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000029,
simulation-a22,1.5693499693693616,0.17017100754492376,0.007170654526062581,0.016610093145219662,671.0,367.0,2.5,7.0,18,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000030,
simulation-a22,1.6095056347153114,0.2057640642846802,0.01434130905212494,0.011864352246585552,685.0,352.0,5.0,5.0,95,circle,visible_marker_support,False,visible_candidate,line-simulation-a22-000031,
simulation-a33,0.05490773346496369,0.03017165103521502,0.00717065452606247,0.011864352246585552,143.0,426.0,2.5,5.0,31,x,visible_marker_support,True,visible_candidate,line-simulation-a33-000001,
simulation-a33,0.1151412314838886,0.03017165103521502,0.00717065452606247,0.011864352246585552,164.0,426.0,2.5,5.0,33,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000002,
simulation-a33,0.13808732596728857,0.02779878058589791,0.005736523620849976,0.011864352246585552,172.0,427.0,2.0,5.0,30,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000003,
simulation-a33,0.19832082398621353,0.03017165103521502,0.007170654526062581,0.016610093145219773,193.0,426.0,2.5,7.0,33,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000004,
simulation-a33,0.21839865665918845,0.03017165103521502,0.00717065452606247,0.011864352246585552,200.0,426.0,2.5,5.0,30,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000005,
simulation-a33,0.2800662855833259,0.03017165103521502,0.005736523620850087,0.011864352246585552,221.5,426.0,2.0,5.0,28,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000006,
simulation-a33,0.3015782491615133,0.03254452148453213,0.005736523620849976,0.013050787471244107,229.0,425.0,2.0,5.5,32,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000007,
simulation-a33,0.3618117471804383,0.03254452148453213,0.005736523620850087,0.011864352246585552,250.0,425.0,2.0,5.0,28,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000008,
simulation-a33,0.3847578416638382,0.03254452148453213,0.00717065452606247,0.011864352246585552,258.0,425.0,2.5,5.0,30,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000009,
simulation-a33,0.44499133968276317,0.03254452148453213,0.007170654526062581,0.011864352246585552,279.0,425.0,2.5,5.0,32,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000010,
simulation-a33,0.46793743416616307,0.03254452148453213,0.005736523620849976,0.011864352246585552,287.0,425.0,2.0,5.0,27,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000011,
simulation-a33,0.5267368012798755,0.03017165103521502,0.005736523620850087,0.013050787471244107,307.5,426.0,2.0,5.5,28,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000012,
simulation-a33,0.548248764858063,0.03017165103521502,0.00717065452606247,0.011864352246585552,315.0,426.0,2.5,5.0,31,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000013,
simulation-a33,0.6084822628769879,0.03017165103521502,0.007170654526062581,0.016610093145219773,336.0,426.0,2.5,7.0,35,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000014,
simulation-a33,0.6314283573603878,0.03254452148453213,0.005736523620849976,0.013050787471244107,344.0,425.0,2.0,5.5,27,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000015,
simulation-a33,0.6945301171897378,0.03966313283248346,0.005736523620849976,0.013050787471243996,366.0,422.0,2.0,5.5,25,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000016,
simulation-a33,0.7131738189575003,0.03966313283248346,0.005736523620849976,0.013050787471243996,372.5,422.0,2.0,5.5,24,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000017,
simulation-a33,0.7748414478816377,0.04440887373111768,0.007170654526062581,0.013050787471243996,394.0,420.0,2.5,5.5,28,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000018,
simulation-a33,0.7977875423650376,0.04203600328180057,0.005736523620849976,0.017796528369878217,402.0,421.0,2.0,7.5,27,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000019,
simulation-a33,0.8580210403839625,0.04322243850645913,0.007170654526062581,0.013050787471244107,423.0,420.5,2.5,5.5,30,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000020,
simulation-a33,0.8780988730569375,0.04203600328180057,0.007170654526062581,0.013050787471243996,430.0,421.0,2.5,5.5,31,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000021,
simulation-a33,0.9412006328862874,0.03966313283248346,0.005736523620849976,0.011864352246585552,452.0,422.0,2.0,5.0,23,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000022,
simulation-a33,0.9612784655592623,0.03966313283248346,0.005736523620849976,0.013050787471243996,459.0,422.0,2.0,5.5,24,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000023,
simulation-a33,1.0186437017677623,0.03254452148453213,0.005736523620849976,0.011864352246585552,479.0,425.0,2.0,5.0,27,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000024,
simulation-a33,1.0415897962511622,0.03254452148453213,0.007170654526062581,0.011864352246585552,487.0,425.0,2.5,5.0,33,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000025,
simulation-a33,1.1046915560805122,0.03254452148453213,0.007170654526062581,0.011864352246585552,509.0,425.0,2.5,5.0,33,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000026,
simulation-a33,1.127637650563912,0.03254452148453213,0.005736523620849976,0.011864352246585552,517.0,425.0,2.0,5.0,28,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000027,
simulation-a33,1.1864370176776244,0.03254452148453213,0.005736523620849976,0.011864352246585552,537.5,425.0,2.0,5.0,26,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000028,
simulation-a33,1.205080719445387,0.03017165103521502,0.007170654526062581,0.018982963594536884,544.0,426.0,2.5,8.0,37,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000029,
simulation-a33,1.268182479274737,0.03254452148453213,0.005736523620849976,0.011864352246585552,566.0,425.0,2.0,5.0,27,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000030,
simulation-a33,1.2911285737581368,0.03254452148453213,0.005736523620849976,0.011864352246585552,574.0,425.0,2.0,5.0,27,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000031,
simulation-a33,1.3513620717770618,0.03254452148453213,0.007170654526062581,0.011864352246585552,595.0,425.0,2.5,5.0,34,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000032,
simulation-a33,1.3714399044500367,0.03254452148453213,0.007170654526062581,0.011864352246585552,602.0,425.0,2.5,5.0,33,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000033,
simulation-a33,1.4316734024689617,0.03017165103521502,0.005736523620849976,0.011864352246585552,623.0,426.0,2.0,5.0,24,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000034,
simulation-a33,1.4574877587627866,0.03017165103521502,0.005736523620849976,0.013050787471244107,632.0,426.0,2.0,5.5,25,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000035,
simulation-a33,1.5148529949712866,0.03017165103521502,0.005736523620849976,0.013050787471244107,652.0,426.0,2.0,5.5,28,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000036,
simulation-a33,1.5377990894546865,0.03017165103521502,0.007170654526062581,0.011864352246585552,660.0,426.0,2.5,5.0,33,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000037,
simulation-a33,1.5980325874736114,0.03017165103521502,0.007170654526062581,0.01779652836987833,681.0,426.0,2.5,7.5,37,x,visible_marker_support,False,visible_candidate,line-simulation-a33-000038,
uct-test-a11,0.10653644605261364,0.7444056562796608,0.001434130905212494,0.0011864352246586662,161,125.0,,0.5,1,,visible_pixel_support,True,visible_candidate,line-uct-test-a11-000001,9.244943513119523
uct-test-a11,0.10940470786303863,0.7396599153810267,0.001434130905212494,0.0023728704493171104,162,127.0,,1.0,3,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000002,7.507288629737616
uct-test-a11,0.11227296967346362,0.7372870449317096,0.001434130905212494,0.00474574089863411,163,128.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000003,6.717520043731781
uct-test-a11,0.1151412314838886,0.7372870449317096,0.001434130905212494,0.00474574089863411,164,128.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000004,6.872084548104937
uct-test-a11,0.1180094932943136,0.7325413040330755,0.001434130905212494,0.007118611347951331,165,130.0,,3.0,7,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000005,4.967428935860056
uct-test-a11,0.12087775510473858,0.7301684335837584,0.001434130905212494,0.005932176123292887,166,131.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000006,4.0
uct-test-a11,0.12374601691516357,0.7277955631344413,0.0014341309052125495,0.005932176123292776,167,132.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000007,2.930333516150455
uct-test-a11,0.1266142787255886,0.7254226926851242,0.001434130905212494,0.004745740898634221,168,133.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000008,1.7262648154028284
uct-test-a11,0.1294825405360136,0.7254226926851242,0.001434130905212494,0.0035593056739756657,169,133.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000009,1.395190023958662
uct-test-a11,0.1323508023464386,0.723049822235807,0.001434130905212494,0.0035593056739756657,170,134.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000010,0.055494731980473944
uct-test-a11,0.13521906415686358,0.7254226926851242,0.001434130905212494,0.004745740898634221,171,133.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000011,0.38160667378693347
uct-test-a11,0.13808732596728857,0.7254226926851242,0.001434130905212494,0.005932176123292776,172,133.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000012,0.28610963253760247
uct-test-a11,0.14095558777771355,0.7301684335837584,0.001434130905212494,0.007118611347951331,173,131.0,,3.0,7,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000013,0.9487524752475167
uct-test-a11,0.14382384958813854,0.7325413040330755,0.001434130905212494,0.009491481797268442,174,130.0,,4.0,9,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000014,1.0935891233438042
uct-test-a11,0.14669211139856353,0.7349141744823925,0.001434130905212494,0.010677917021926997,175,129.0,,4.5,10,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000015,1.1557964379528585
uct-test-a11,0.14956037320898852,0.7396599153810267,0.001434130905212494,0.00949148179726833,176,127.0,,4.0,9,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000016,2.1427705452761074
uct-test-a11,0.1524286350194135,0.7444056562796608,0.001434130905212494,0.008305046572609887,177,125.0,,3.5,8,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000017,3.061907571515178
uct-test-a11,0.1552968968298386,0.7467785267289779,0.001434130905212605,0.008305046572609887,178,124.0,,3.5,8,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000018,2.9206036428715834
uct-test-a11,0.1581651586402636,0.7515242676276122,0.001434130905212494,0.007118611347951331,179,122.0,,3.0,7,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000019,3.726254885546865
uct-test-a11,0.16103342045068858,0.7562700085262464,0.001434130905212494,0.007118611347951331,180,120.0,,3.0,7,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000020,4.486257425742565
uct-test-a11,0.16390168226111357,0.7586428789755635,0.001434130905212494,0.007118611347951331,181,119.0,,3.0,7,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000021,4.208007389660253
uct-test-a11,0.16676994407153856,0.7633886198741977,0.001434130905212494,0.007118611347951331,182,117.0,,3.0,7,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000022,4.898900903501442
uct-test-a11,0.16963820588196354,0.7657614903235148,0.001434130905212494,0.007118611347951331,183,116.0,,3.0,7,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000023,4.56633409346766
uct-test-a11,0.17250646769238853,0.7705072312221489,0.001434130905212494,0.005932176123292776,184,114.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000024,5.217703085760462
uct-test-a11,0.17537472950281352,0.772880101671466,0.001434130905212494,0.00711861134795122,185,113.0,,3.0,7,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000025,4.860404006581405
uct-test-a11,0.1782429913132385,0.7776258425701001,0.001434130905212494,0.005932176123292887,186,111.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000026,5.501832982132029
uct-test-a11,0.1811112531236635,0.7823715834687344,0.001434130905212494,0.004745740898634221,187,109.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000027,6.149386138613849
uct-test-a11,0.18397951493408848,0.7871173243673686,0.001434130905212494,0.004745740898634221,188,107.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000028,6.810459602228434
uct-test-a11,0.18684777674451347,0.7894901948166857,0.001434130905212494,0.0035593056739756657,189,106.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000029,6.492449499177326
uct-test-a11,0.18971603855493846,0.7918630652660028,0.001434130905212494,0.0035593056739756657,190,105.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000030,6.202751955662038
uct-test-a11,0.19258430036536345,0.796608806164637,0.001434130905212494,0.0035593056739756657,191,103.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000031,6.948763097884125
uct-test-a11,0.19545256217578855,0.8013545470632712,0.001434130905212605,0.0023728704493171104,192,101.0,,1.0,3,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000032,7.73787905204513
uct-test-a11,0.19832082398621353,0.8037274175125882,0.001434130905212494,0.0023728704493171104,193,100.0,,1.0,3,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000033,7.577495944346623
uct-test-a11,0.20118908579663852,0.8084731584112225,0.001434130905212494,0.0011864352246585552,194,98.0,,0.5,2,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000034,8.475009900990088
uct-test-a11,0.2040573476070635,0.8108460288605396,0.001434130905212494,0.0011864352246585552,195,97.0,,0.5,2,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000035,8.437817048177124
uct-test-a11,0.2069256094174885,0.8132188993098567,0.001434130905212494,0.0011864352246585552,196,96.0,,0.5,2,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000036,8.473313512109229
uct-test-a11,0.2097938712279135,0.8132188993098567,0.001434130905212494,0.0023728704493171104,197,96.0,,1.0,3,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000037,7.58889541898796
uct-test-a11,0.21266213303833847,0.8132188993098567,0.001434130905212494,0.0035593056739756657,198,96.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000038,6.791958895014858
uct-test-a11,0.21553039484876346,0.8132188993098567,0.001434130905212494,0.0035593056739756657,199,96.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000039,6.089900066391479
uct-test-a11,0.21839865665918845,0.8155917697591737,0.001434130905212494,0.004745740898634221,200,95.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000040,6.490115059319336
uct-test-a11,0.22126691846961344,0.8155917697591737,0.001434130905212494,0.0035593056739757767,201,95.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000041,6.0
uct-test-a11,0.22413518028003843,0.8155917697591737,0.001434130905212494,0.0035593056739757767,202,95.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000042,5.56766518488584
uct-test-a11,0.22700344209046341,0.8155917697591737,0.001434130905212494,0.0035593056739757767,203,95.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000043,5.136997373206711
uct-test-a11,0.2298717039008884,0.8155917697591737,0.001434130905212494,0.004745740898634221,204,95.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000044,4.709057385330354
uct-test-a11,0.2327399657113134,0.8155917697591737,0.001434130905212494,0.004745740898634221,205,95.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000045,4.284906041624566
uct-test-a11,0.23560822752173838,0.8179646402084908,0.001434130905212605,0.005932176123292776,206,94.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000046,4.8656041624570605
uct-test-a11,0.23847648933216348,0.8203375106578079,0.001434130905212494,0.005932176123292776,207,93.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000047,5.4522125681956055
uct-test-a11,0.24134475114258847,0.822710381107125,0.001434130905212494,0.004745740898634221,208,92.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000048,6.045792079207928
uct-test-a11,0.24421301295301345,0.8250832515564421,0.001434130905212494,0.004745740898634221,209,91.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000049,6.647403515861797
uct-test-a11,0.24708127476343844,0.8250832515564421,0.001434130905212494,0.0035593056739756657,210,91.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000050,6.258107698524952
uct-test-a11,0.24994953657386343,0.8274561220057592,0.001434130905212494,0.004745740898634221,211,90.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000051,6.87896544756515
uct-test-a11,0.2528177983842884,0.8250832515564421,0.001434130905212494,0.004745740898634221,212,91.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000052,5.511037583350159
uct-test-a11,0.2556860601947134,0.8250832515564421,0.001434130905212494,0.004745740898634221,213,91.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000053,5.155384926247734
uct-test-a11,0.2585543220051384,0.8203375106578079,0.001434130905212494,0.005932176123292776,214,93.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000054,2.8130682966255733
uct-test-a11,0.2614225838155634,0.8203375106578079,0.001434130905212494,0.005932176123292776,215,93.0,,2.5,6,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000055,2.4851485148514882
uct-test-a11,0.26429084562598837,0.8179646402084908,0.001434130905212494,0.0035593056739756657,216,94.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000056,1.1726864012931912
uct-test-a11,0.26715910743641336,0.8155917697591737,0.001434130905212494,0.0035593056739757767,217,95.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000057,0.12325722368154857
uct-test-a11,0.27002736924683834,0.8155917697591737,0.001434130905212494,0.0035593056739757767,218,95.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000058,0.4016215397049905
uct-test-a11,0.27289563105726333,0.8155917697591737,0.001434130905212494,0.004745740898634221,219,95.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000059,0.6613457264093796
uct-test-a11,0.2757638928676883,0.8155917697591737,0.001434130905212605,0.0035593056739757767,220,95.0,,1.5,4,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000060,0.9013689634269468
uct-test-a11,0.2786321546781134,0.8155917697591737,0.001434130905212494,0.004745740898634221,221,95.0,,2.0,5,,visible_pixel_support,False,visible_candidate,line-uct-test-a11-000061,1.12063043038998
