series,x,y,x_uncertainty,y_uncertainty,pixel_x,pixel_y,pixel_half_height,support_pixels,support_x_min,support_x_max,guide_residual_px,group_assignment_cost,competing_series,line_semantics,evidence_status,segment_break,status,candidate_id
test-0deg,0.003478260869565212,19.019540292526955,8.695652173913021e-05,1.6914959048301341,147,479.0,6.0,13,147,147,0.9138749413913843,10.488874941391384,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000014
test-0deg,0.0036521739130434723,20.006246237011197,8.695652173913021e-05,1.5505379127609444,148,475.5,5.5,12,148,148,0.9196703286655747,10.144670328665574,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000015
test-0deg,0.0038260869565217327,20.71103619735709,8.695652173913021e-05,1.4095799206917832,149,473.0,5.0,11,149,149,1.9565323112757937,10.831532311275794,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000016
test-0deg,0.003999999999999993,21.697742141841303,8.695652173913021e-05,1.2686219286225935,150,469.5,4.5,10,150,150,2.0233318774348845,11.248331877434884,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000017
test-0deg,0.0041739130434782536,22.402532102187195,8.695652173913021e-05,1.4095799206917548,151,467.0,5.0,11,151,151,3.1189400153556903,11.99394001535569,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000018
test-0deg,0.004347826086956514,23.81211202287895,8.695652173913021e-05,0.8457479524150813,152,462.0,3.0,7,152,152,1.7422277132507134,11.492227713250713,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000019
test-0deg,0.004521739130434778,24.65785997529403,8.695652173913368e-05,0.8457479524150813,153,459.0,3.0,7,153,153,2.3920659593330242,11.442065959333025,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000020
test-0deg,0.004695652173913038,26.490313872193326,8.695652173913021e-05,1.5505379127609444,154,452.5,5.5,12,154,154,0.43267425818464744,10.707674258184648,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000021
test-0deg,0.004869565217391299,27.195103832539203,8.695652173913021e-05,1.127663936553418,155,450.0,4.0,9,155,155,0.766878048910371,9.641878048910371,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000022
test-0deg,0.005043478260869559,27.899893792885095,8.695652173913021e-05,1.2686219286225935,156,447.5,4.5,10,156,156,1.9895938688309798,10.86459386883098,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000023
test-0deg,0.0052173913043478196,29.0275577294385,8.695652173913021e-05,1.8324538968992954,157,443.5,6.5,14,157,157,1.7343441897899083,11.134344189789909,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000024
test-0deg,0.00539130434782608,29.591389697715215,8.695652173913021e-05,1.5505379127609444,158,441.5,5.5,12,158,158,3.5,12.2,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000025
test-0deg,0.00556521739130434,30.296179658061092,8.695652173913021e-05,1.409579920691769,159,439.0,5.0,11,159,159,4.823848833380623,13.698848833380623,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000026
test-0deg,0.005739130434782601,31.14192761047616,8.695652173913021e-05,1.409579920691769,160,436.0,5.0,11,160,160,5.7378062212002305,14.787806221200231,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000027
test-0deg,0.005913043478260861,31.846717570822037,8.695652173913021e-05,1.2686219286225935,161,433.5,4.5,10,161,161,7.232685147694951,16.10768514769495,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000028
test-0deg,0.006086956521739122,33.39725548358298,8.695652173913368e-05,0.8457479524150671,162,428.0,3.0,7,162,162,5.799298597100744,15.724298597100745,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000029
test-0deg,0.0062608695652173856,35.79354134875899,8.695652173913021e-05,0.14095799206917548,163,419.5,0.5,2,163,163,1.4284595536539086,12.403459553653908,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000030
test-0deg,0.006434782608695646,36.21641532496652,8.695652173913021e-05,1.69149590483012,164,418.0,6.0,13,164,164,4.110981001590517,12.635981001590517,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000031
test-0deg,0.006608695652173906,36.921205285312396,8.695652173913021e-05,1.5505379127609444,165,415.5,5.5,12,165,165,5.837675925146584,14.712675925146584,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000032
test-0deg,0.006782608695652167,37.62599524565829,8.695652173913021e-05,1.69149590483012,166,413.0,6.0,13,166,166,7.59935730855841,16.47435730855841,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000033
test-0deg,0.006956521739130427,38.330785206004165,8.695652173913021e-05,1.5505379127609444,167,410.5,5.5,12,167,167,9.38683813606201,18.26183813606201,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000034
test-0deg,0.00782608695652173,45.37868480946301,8.695652173913368e-05,0.14095799206917548,172,385.5,0.5,2,172,172,5.889688383220914,13.889688383220914,,solid,visible_pixel_support,True,visible_candidate,line-test-0deg-000035
test-0deg,0.011130434782608688,63.5622657863868,8.695652173913021e-05,0.28191598413835095,191,321.0,1.0,3,191,191,8.869969755930697,16.869969755930697,,solid,visible_pixel_support,True,visible_candidate,line-test-0deg-000036
test-0deg,0.011304347826086948,64.12609775466352,8.695652173913021e-05,1.127663936553418,192,319.0,4.0,9,192,192,9.699587676062777,18.399587676062776,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000037
test-0deg,0.012869565217391292,72.58357727881412,8.695652173913021e-05,0.5638319682767019,201,289.0,2.0,5,201,201,3.3313369974666216,11.331336997466622,,solid,visible_pixel_support,True,visible_candidate,line-test-0deg-000038
test-0deg,0.013043478260869552,73.00645125502164,8.695652173913021e-05,0.9867059444842425,202,287.5,3.5,8,202,202,4.259114509764174,12.784114509764175,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000039
test-0deg,0.013217391304347813,73.42932523122919,8.695652173913021e-05,1.409579920691769,203,286.0,5.0,11,203,203,5.148476656246771,13.673476656246772,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000040
test-0deg,0.013391304347826073,74.41603117571341,8.695652173913021e-05,1.2686219286225935,204,282.5,4.5,10,204,204,3.999745014181599,13.224745014181599,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000041
test-0deg,0.013565217391304334,74.83890515192095,8.695652173913021e-05,1.127663936553418,205,281.0,4.0,9,205,205,4.8132411608356165,13.338241160835617,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000042
test-0deg,0.013739130434782594,75.54369511226683,8.695652173913021e-05,0.7047899603458774,206,278.5,2.5,6,206,206,4.589286673475783,13.464286673475783,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000043
test-0deg,0.013913043478260861,75.68465310433601,8.695652173913715e-05,0.28191598413835095,207,278.0,1.0,3,207,207,6.328203129369172,14.503203129369172,,solid,visible_pixel_support,False,visible_candidate,line-test-0deg-000044
test-0deg,0.014608695652173903,81.60488877124143,8.695652173913021e-05,0.28191598413835095,211,257.0,1.0,3,211,211,6.080990069184793,14.080990069184793,,solid,visible_pixel_support,True,visible_candidate,line-test-0deg-000045
