group_id,candidate_id,series,x,y,normalized_uncertainty,threshold,review_role
mfh-45deg-uncertainty-001,line-mfh-45deg-000227,mfh-45deg,0.06521739130434778,84.98788058090167,0.02150538,0.02,agent_first_user_only_if_unresolved
mfh-45deg-uncertainty-002,line-mfh-45deg-000244,mfh-45deg,0.06817391304347822,85.83362853331674,0.02329749,0.02,agent_first_user_only_if_unresolved
mfh-45deg-uncertainty-002,line-mfh-45deg-000245,mfh-45deg,0.06834782608695647,84.1421326284866,0.02150538,0.02,agent_first_user_only_if_unresolved
mfh-45deg-uncertainty-002,line-mfh-45deg-000246,mfh-45deg,0.06852173913043474,84.1421326284866,0.02329749,0.02,agent_first_user_only_if_unresolved
mfh-45deg-uncertainty-002,line-mfh-45deg-000247,mfh-45deg,0.06869565217391299,84.1421326284866,0.02329749,0.02,agent_first_user_only_if_unresolved
mfh-45deg-uncertainty-002,line-mfh-45deg-000248,mfh-45deg,0.06886956521739127,84.1421326284866,0.02150538,0.02,agent_first_user_only_if_unresolved
mfh-45deg-uncertainty-002,line-mfh-45deg-000249,mfh-45deg,0.06904347826086951,84.42404861262497,0.02150538,0.02,agent_first_user_only_if_unresolved
mfh-45deg-uncertainty-002,line-mfh-45deg-000250,mfh-45deg,0.06921739130434779,84.1421326284866,0.02150538,0.02,agent_first_user_only_if_unresolved
mfh-45deg-uncertainty-002,line-mfh-45deg-000251,mfh-45deg,0.06939130434782603,84.1421326284866,0.02150538,0.02,agent_first_user_only_if_unresolved
mfh-45deg-uncertainty-002,line-mfh-45deg-000252,mfh-45deg,0.06956521739130431,83.86021664434826,0.02150538,0.02,agent_first_user_only_if_unresolved
mfh-45deg-uncertainty-002,line-mfh-45deg-000253,mfh-45deg,0.06973913043478255,83.86021664434826,0.02329749,0.02,agent_first_user_only_if_unresolved
mfh-45deg-uncertainty-002,line-mfh-45deg-000254,mfh-45deg,0.06991304347826083,83.86021664434826,0.02329749,0.02,agent_first_user_only_if_unresolved
mfh-45deg-uncertainty-002,line-mfh-45deg-000255,mfh-45deg,0.07008695652173907,83.86021664434826,0.02329749,0.02,agent_first_user_only_if_unresolved
mfh-45deg-uncertainty-002,line-mfh-45deg-000256,mfh-45deg,0.07026086956521735,83.86021664434826,0.02329749,0.02,agent_first_user_only_if_unresolved
mfh-45deg-uncertainty-002,line-mfh-45deg-000257,mfh-45deg,0.07043478260869562,83.86021664434826,0.02329749,0.02,agent_first_user_only_if_unresolved
mfh-45deg-uncertainty-002,line-mfh-45deg-000258,mfh-45deg,0.07060869565217387,83.86021664434826,0.02329749,0.02,agent_first_user_only_if_unresolved
mfh-45deg-uncertainty-002,line-mfh-45deg-000259,mfh-45deg,0.07078260869565214,86.11554451745509,0.02329749,0.02,agent_first_user_only_if_unresolved
mfh-45deg-uncertainty-002,line-mfh-45deg-000260,mfh-45deg,0.07095652173913039,86.11554451745509,0.02329749,0.02,agent_first_user_only_if_unresolved
mfh-45deg-uncertainty-003,line-mfh-45deg-000277,mfh-45deg,0.07391304347826083,85.55171254917838,0.02329749,0.02,agent_first_user_only_if_unresolved
mfh-45deg-uncertainty-003,line-mfh-45deg-000278,mfh-45deg,0.07408695652173908,83.86021664434826,0.02329749,0.02,agent_first_user_only_if_unresolved
mfh-45deg-uncertainty-003,line-mfh-45deg-000279,mfh-45deg,0.07426086956521735,83.86021664434826,0.02508961,0.02,agent_first_user_only_if_unresolved
mfh-45deg-uncertainty-004,line-mfh-45deg-000296,mfh-45deg,0.07721739130434777,84.1421326284866,0.02150538,0.02,agent_first_user_only_if_unresolved
mfh-90deg-uncertainty-001,line-mfh-90deg-000006,mfh-90deg,0.0010434782608695625,5.2056570697476445,0.0212766,0.02,agent_first_user_only_if_unresolved
mfh-90deg-uncertainty-001,line-mfh-90deg-000007,mfh-90deg,0.001217391304347823,5.2056570697476445,0.0212766,0.02,agent_first_user_only_if_unresolved
test-0deg-uncertainty-001,line-test-0deg-000002,test-0deg,0.0033043478260869515,16.482296435281768,0.02389706,0.02,agent_first_user_only_if_unresolved
test-0deg-uncertainty-002,line-test-0deg-000006,test-0deg,0.0234782608695652,99.64751175609607,0.02389706,0.02,agent_first_user_only_if_unresolved
test-0deg-uncertainty-003,line-test-0deg-000010,test-0deg,0.047652173913043445,124.45611836027116,0.02205882,0.02,agent_first_user_only_if_unresolved
test-45deg-uncertainty-001,line-test-45deg-000001,test-45deg,0.014434782608695643,41.00898705531853,0.02095808,0.02,agent_first_user_only_if_unresolved
