series,x,y,x_uncertainty,y_uncertainty,pixel_x,pixel_y,pixel_half_width,pixel_half_height,center_localization_half_width_px,support_pixels,marker_shape,evidence_status,segment_break,status,candidate_id,guide_residual_px
mfh-45deg,0.03008695652173911,66.66334161190869,8.695652173913021e-05,0.14095799206917548,300,310.0,,0.5,0.5,1,,visible_pixel_support,True,visible_candidate,line-mfh-45deg-000038,10.0
mfh-45deg,0.03043478260869563,67.50908956432376,8.695652173913021e-05,0.14095799206917548,302,307.0,,0.5,0.5,2,,visible_pixel_support,True,visible_candidate,line-mfh-45deg-000039,8.253637225456828
mfh-45deg,0.03060869565217389,67.22717358018541,8.695652173913021e-05,0.14095799206917548,303,308.0,,0.5,0.5,1,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000040,9.866035629393537
mfh-45deg,0.03182608695652172,68.35483751673881,8.695652173913021e-05,0.14095799206917548,310,304.0,,0.5,0.5,1,,visible_pixel_support,True,visible_candidate,line-mfh-45deg-000041,9.899764892262567
mfh-45deg,0.03304347826086954,69.48250145329223,8.695652173913021e-05,0.14095799206917548,317,300.0,,0.5,0.5,1,,visible_pixel_support,True,visible_candidate,line-mfh-45deg-000042,9.532948790418573
mfh-45deg,0.0332173913043478,69.76441743743058,8.695652173913021e-05,0.14095799206917548,318,299.0,,0.5,0.5,1,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000043,9.022731266381868
mfh-45deg,0.03339130434782606,70.04633342156893,8.695652173913021e-05,0.14095799206918969,319,298.0,,0.5,0.5,2,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000044,8.505720861383281
mfh-45deg,0.033565217391304324,70.04633342156893,8.695652173913021e-05,0.14095799206918969,320,298.0,,0.5,0.5,2,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000045,8.982090264702492
mfh-45deg,0.033739130434782584,70.61016538984565,8.695652173913021e-05,0.14095799206917548,321,296.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000046,7.45201216561901
mfh-45deg,0.033913043478260844,70.3282494057073,8.695652173913021e-05,0.14095799206917548,322,297.0,,0.5,0.5,2,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000047,8.9156592534124
mfh-45deg,0.034086956521739105,70.3282494057073,8.695652173913021e-05,0.14095799206917548,323,297.0,,0.5,0.5,1,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000048,9.373204217362172
mfh-45deg,0.034260869565217365,70.61016538984565,8.695652173913021e-05,0.14095799206917548,324,296.0,,0.5,0.5,2,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000049,8.824819746747835
mfh-45deg,0.03443478260869563,70.61016538984565,8.695652173913715e-05,0.14095799206917548,325,296.0,,0.5,0.5,1,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000050,9.270678530849011
mfh-45deg,0.03460869565217389,70.892081373984,8.695652173913021e-05,0.14095799206917548,326,295.0,,0.5,0.5,2,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000051,8.710953258945324
mfh-45deg,0.034782608695652154,71.17399735812235,8.695652173913021e-05,0.14095799206917548,327,294.0,,0.5,0.5,2,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000052,8.145816620316225
mfh-45deg,0.034956521739130414,71.17399735812235,8.695652173913021e-05,0.14095799206917548,328,294.0,,0.5,0.5,2,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000053,8.57544130424128
mfh-45deg,0.035130434782608674,71.17399735812235,8.695652173913021e-05,0.14095799206917548,329,294.0,,0.5,0.5,2,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000054,9.0
mfh-45deg,0.035304347826086935,71.4559133422607,8.695652173913021e-05,0.14095799206917548,330,293.0,,0.5,0.5,2,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000055,8.418517223462686
mfh-45deg,0.035478260869565195,71.4559133422607,8.695652173913021e-05,0.14095799206917548,331,293.0,,0.5,0.5,2,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000056,8.830087066688577
mfh-45deg,0.035652173913043456,71.73782932639907,8.695652173913021e-05,0.14095799206918969,332,292.0,,0.5,0.5,2,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000057,8.234986583240698
mfh-45deg,0.035826086956521716,71.73782932639907,8.695652173913021e-05,0.14095799206918969,333,292.0,,0.5,0.5,2,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000058,8.633492826682186
mfh-45deg,0.035999999999999976,72.01974531053742,8.695652173913021e-05,0.14095799206917548,334,291.0,,0.5,0.5,2,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000059,8.025882850575954
mfh-45deg,0.03617391304347824,72.30166129467577,8.695652173913021e-05,0.14095799206917548,335,290.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000060,7.412433708485025
mfh-45deg,0.0363478260869565,72.58357727881412,8.695652173913021e-05,0.14095799206917548,336,289.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000061,6.793422453972596
mfh-45deg,0.03652173913043476,72.86549326295247,8.695652173913021e-05,0.14095799206917548,337,288.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000062,6.1691261406017475
mfh-45deg,0.03669565217391302,72.86549326295247,8.695652173913021e-05,0.14095799206917548,338,288.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000063,6.539821821935334
mfh-45deg,0.03686956521739128,73.42932523122919,8.695652173913021e-05,0.14095799206917548,339,286.0,,2.0,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000064,4.9057865515366075
mfh-45deg,0.03704347826086954,73.14740924709082,8.695652173913021e-05,0.14095799206918969,340,287.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000065,6.267297382968536
mfh-45deg,0.0372173913043478,73.14740924709082,8.695652173913021e-05,0.14095799206918969,341,287.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000066,6.624631369794145
mfh-45deg,0.03739130434782606,73.14740924709082,8.695652173913021e-05,0.14095799206918969,342,287.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000067,6.9780655655765145
mfh-45deg,0.03756521739130432,73.42932523122919,8.695652173913021e-05,0.14095799206917548,343,286.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000068,6.327877023878784
mfh-45deg,0.03773913043478258,73.42932523122919,8.695652173913021e-05,0.14095799206917548,344,286.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000069,6.674342798263808
mfh-45deg,0.03791304347826085,73.42932523122919,8.695652173913715e-05,0.14095799206917548,345,286.0,,0.5,0.5,2,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000070,7.0177399422947815
mfh-45deg,0.03808695652173911,73.71124121536754,8.695652173913021e-05,0.14095799206917548,346,285.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000071,6.358345509534729
mfh-45deg,0.03826086956521737,73.71124121536754,8.695652173913021e-05,0.14095799206917548,347,285.0,,0.5,0.5,2,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000072,6.696436553546789
mfh-45deg,0.03843478260869563,73.99315719950589,8.695652173913021e-05,0.14095799206917548,348,284.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000073,6.032290127893873
mfh-45deg,0.03860869565217389,73.99315719950589,8.695652173913021e-05,0.14095799206917548,349,284.0,,0.5,0.5,2,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000074,6.366183286139062
mfh-45deg,0.03878260869565215,74.27507318364424,8.695652173913021e-05,0.14095799206917548,350,283.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000075,5.698393081845438
mfh-45deg,0.03895652173913041,74.27507318364424,8.695652173913021e-05,0.14095799206917548,351,283.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000076,6.02919656857614
mfh-45deg,0.03913043478260867,74.27507318364424,8.695652173913021e-05,0.14095799206917548,352,283.0,,2.0,0.5,5,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000077,6.358870799894078
mfh-45deg,0.03930434782608693,74.55698916778259,8.695652173913021e-05,0.14095799206917548,353,282.0,,2.0,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000078,5.687692829362334
mfh-45deg,0.03947826086956519,74.83890515192095,8.695652173913021e-05,0.14095799206918969,354,281.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000079,5.015939710543989
mfh-45deg,0.03965217391304345,74.83890515192095,8.695652173913021e-05,0.14095799206918969,355,281.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000080,5.343888497002183
mfh-45deg,0.03982608695652171,75.1208211360593,8.695652173913021e-05,0.14095799206917548,356,280.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000081,4.671816242299769
mfh-45deg,0.03999999999999997,75.1208211360593,8.695652173913021e-05,0.14095799206917548,357,280.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000082,5.0
mfh-45deg,0.040173913043478233,75.1208211360593,8.695652173913021e-05,0.14095799206917548,358,280.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000083,5.328974062005784
mfh-45deg,0.040347826086956494,75.1208211360593,8.695652173913715e-05,0.14095799206917548,359,280.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000084,5.659009514742763
mfh-45deg,0.040521739130434754,75.1208211360593,8.695652173913715e-05,0.14095799206917548,360,280.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000085,5.989988603558288
mfh-45deg,0.040695652173913015,75.40273712019766,8.695652173913715e-05,0.14095799206917548,361,279.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000086,5.321793573799539
mfh-45deg,0.040869565217391275,75.68465310433601,8.695652173913715e-05,0.14095799206917548,362,278.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000087,4.654306670813526
mfh-45deg,0.041043478260869536,75.68465310433601,8.695652173913715e-05,0.14095799206917548,363,278.0,,0.5,0.5,2,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000088,4.987410139947599
mfh-45deg,0.041217391304347796,75.68465310433601,8.695652173913715e-05,0.14095799206917548,364,278.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000089,5.3209862265488255
mfh-45deg,0.041391304347826056,75.96656908847436,8.695652173913715e-05,0.14095799206917548,365,277.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000090,4.654917175964499
mfh-45deg,0.04156521739130432,75.96656908847436,8.695652173913715e-05,0.14095799206917548,366,277.0,,0.5,0.5,2,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000091,4.989085233541687
mfh-45deg,0.04173913043478258,75.96656908847436,8.695652173913715e-05,0.14095799206917548,367,277.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000092,5.323372644627625
mfh-45deg,0.04191304347826084,76.24848507261271,8.695652173913715e-05,0.14095799206917548,368,276.0,,2.5,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000093,4.657661654569495
mfh-45deg,0.0420869565217391,75.96656908847436,8.695652173913715e-05,0.14095799206917548,369,277.0,,2.5,0.5,5,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000094,5.991834508714476
mfh-45deg,0.04226086956521736,76.24848507261271,8.695652173913715e-05,0.14095799206917548,370,276.0,,2.5,0.5,6,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000095,5.325773452409749
mfh-45deg,0.04243478260869562,76.24848507261271,8.695652173913715e-05,0.14095799206917548,371,276.0,,2.5,0.5,5,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000096,5.659360731002437
mfh-45deg,0.04260869565217388,76.53040105675107,8.695652173913715e-05,0.14095799206918969,372,275.0,,3.0,0.5,5,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000097,4.992478589839834
mfh-45deg,0.04278260869565214,77.09423302502778,8.695652173913715e-05,0.14095799206917548,373,273.0,,3.5,0.5,5,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000098,3.325009274269121
mfh-45deg,0.0429565217391304,76.81231704088943,8.695652173913715e-05,0.14095799206917548,374,274.0,,3.0,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000099,4.656835029637364
mfh-45deg,0.043130434782608675,76.81231704088943,8.695652173913715e-05,0.14095799206917548,375,274.0,,3.0,0.5,5,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000100,4.987838101291857
mfh-45deg,0.043304347826086935,77.09423302502778,8.695652173913715e-05,0.14095799206917548,376,273.0,,3.0,0.5,5,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000101,4.317900734579666
mfh-45deg,0.043478260869565195,77.09423302502778,8.695652173913715e-05,0.14095799206917548,377,273.0,,3.0,0.5,5,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000102,4.646905174847973
mfh-45deg,0.043652173913043456,77.09423302502778,8.695652173913715e-05,0.14095799206917548,378,273.0,,3.0,0.5,6,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000103,4.974733667444127
mfh-45deg,0.043826086956521716,77.09423302502778,8.695652173913715e-05,0.14095799206917548,379,273.0,,2.5,0.5,5,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000104,5.301268457715082
mfh-45deg,0.04399999999999998,77.37614900916613,8.695652173913715e-05,0.14095799206917548,380,272.0,,3.0,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000105,4.626391791008302
mfh-45deg,0.04417391304347824,77.37614900916613,8.695652173913715e-05,0.14095799206917548,381,272.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000106,4.949985912670741
mfh-45deg,0.0443478260869565,77.65806499330448,8.695652173913715e-05,0.14095799206917548,382,271.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000107,4.271933068049691
mfh-45deg,0.04452173913043476,77.65806499330448,8.695652173913715e-05,0.14095799206917548,383,271.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000108,4.592115502492163
mfh-45deg,0.04469565217391302,77.65806499330448,8.695652173913715e-05,0.14095799206917548,384,271.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000109,4.910415461345565
mfh-45deg,0.04486956521739128,77.93998097744283,8.695652173913715e-05,0.14095799206918969,385,270.0,,0.5,0.5,2,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000110,4.226715189956906
mfh-45deg,0.04504347826086954,77.93998097744283,8.695652173913715e-05,0.14095799206918969,386,270.0,,0.5,0.5,2,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000111,4.540896933673423
mfh-45deg,0.0452173913043478,77.93998097744283,8.695652173913715e-05,0.14095799206918969,387,270.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000112,4.852842937842411
mfh-45deg,0.04539130434782606,77.93998097744283,8.695652173913715e-05,0.14095799206918969,388,270.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000113,5.162435447810822
mfh-45deg,0.04556521739130432,78.2218969615812,8.695652173913715e-05,0.14095799206917548,389,269.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000114,4.46955670892612
mfh-45deg,0.04573913043478258,78.2218969615812,8.695652173913715e-05,0.14095799206917548,390,269.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000115,4.77408896653526
mfh-45deg,0.04591304347826084,78.50381294571955,8.695652173913715e-05,0.14095799206917548,391,268.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000116,4.075914465985477
mfh-45deg,0.0460869565217391,78.7857289298579,8.695652173913715e-05,0.14095799206917548,392,267.0,,2.0,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000117,3.374915452623952
mfh-45deg,0.04626086956521736,78.50381294571955,8.695652173913715e-05,0.14095799206917548,393,268.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000118,4.670974171797923
mfh-45deg,0.04643478260869562,79.3495608981346,8.695652173913715e-05,0.14095799206917548,394,265.0,,2.0,0.5,5,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000119,1.963972868854512
mfh-45deg,0.04660869565217388,78.7857289298579,8.695652173913715e-05,0.14095799206917548,395,267.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000120,4.253793789140957
mfh-45deg,0.04678260869565214,78.7857289298579,8.695652173913715e-05,0.14095799206917548,396,267.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000121,4.540319178004381
mfh-45deg,0.046956521739130404,78.7857289298579,8.695652173913715e-05,0.14095799206917548,397,267.0,,3.0,0.5,7,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000122,4.823431280792022
mfh-45deg,0.047130434782608664,79.06764491399625,8.695652173913715e-05,0.14095799206917548,398,266.0,,2.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000123,4.1030123428509455
mfh-45deg,0.047304347826086925,79.06764491399625,8.695652173913715e-05,0.14095799206917548,399,266.0,,2.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000124,4.378944609528446
mfh-45deg,0.047478260869565185,79.06764491399625,8.695652173913715e-05,0.14095799206917548,400,266.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000125,4.651110326171761
mfh-45deg,0.047652173913043445,79.3495608981346,8.695652173913715e-05,0.14095799206917548,401,265.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000126,3.9193917381278993
mfh-45deg,0.047826086956521706,79.3495608981346,8.695652173913715e-05,0.14095799206917548,402,265.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000127,4.183671090744099
mfh-45deg,0.047999999999999966,79.3495608981346,8.695652173913715e-05,0.14095799206917548,403,265.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000128,4.443830629367596
mfh-45deg,0.04817391304347823,79.3495608981346,8.695652173913715e-05,0.14095799206917548,404,265.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000129,4.699752599345629
mfh-45deg,0.04834782608695649,79.63147688227296,8.695652173913715e-05,0.14095799206918969,405,264.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000130,3.951319246025207
mfh-45deg,0.04852173913043475,79.63147688227296,8.695652173913715e-05,0.14095799206918969,406,264.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000131,4.198412814753624
mfh-45deg,0.04869565217391301,79.63147688227296,8.695652173913715e-05,0.14095799206918969,407,264.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000132,4.44091555087806
mfh-45deg,0.04886956521739127,79.91339286641131,8.695652173913715e-05,0.14095799206917548,408,263.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000133,3.678709699745582
mfh-45deg,0.04904347826086953,79.91339286641131,8.695652173913715e-05,0.14095799206917548,409,263.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000134,3.9116775067035974
mfh-45deg,0.04921739130434779,80.19530885054967,8.695652173913715e-05,0.14095799206917548,410,262.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000135,3.1397012170990592
mfh-45deg,0.04939130434782605,80.19530885054967,8.695652173913715e-05,0.14095799206917548,411,262.0,,2.5,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000136,3.3626630762792615
mfh-45deg,0.04956521739130431,80.47722483468802,8.695652173913715e-05,0.14095799206917548,412,261.0,,5.0,0.5,5,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000137,2.5804453295913845
mfh-45deg,0.04973913043478257,80.47722483468802,8.695652173913715e-05,0.14095799206917548,413,261.0,,4.0,0.5,5,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000138,2.7929302223826085
mfh-45deg,0.049913043478260845,80.47722483468802,8.695652173913715e-05,0.14095799206917548,414,261.0,,4.0,0.5,5,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000139,3.0
mfh-45deg,0.050086956521739105,80.19530885054967,8.695652173913715e-05,0.14095799206917548,415,262.0,,3.0,0.5,7,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000140,4.203653986010806
mfh-45deg,0.050260869565217366,80.47722483468802,8.695652173913715e-05,0.14095799206917548,416,261.0,,3.5,0.5,8,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000141,3.4059574849165415
mfh-45deg,0.050434782608695626,80.47722483468802,8.695652173913715e-05,0.14095799206917548,417,261.0,,3.5,0.5,8,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000142,3.6068917134657568
mfh-45deg,0.050608695652173886,80.47722483468802,8.695652173913715e-05,0.14095799206917548,418,261.0,,3.5,0.5,8,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000143,3.8064378884070607
mfh-45deg,0.05078260869565215,80.47722483468802,8.695652173913715e-05,0.14095799206917548,419,261.0,,3.0,0.5,6,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000144,4.004577226489118
mfh-45deg,0.05095652173913041,80.47722483468802,8.695652173913715e-05,0.14095799206917548,420,261.0,,3.0,0.5,6,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000145,4.201290944460595
mfh-45deg,0.05113043478260867,80.75914081882637,8.695652173913715e-05,0.14095799206917548,421,260.0,,3.5,0.5,7,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000146,3.3965602590701565
mfh-45deg,0.05130434782608693,80.75914081882637,8.695652173913715e-05,0.14095799206917548,422,260.0,,3.5,0.5,8,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000147,3.5903663870664673
mfh-45deg,0.05147826086956519,80.75914081882637,8.695652173913715e-05,0.14095799206917548,423,260.0,,3.5,0.5,7,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000148,3.7826905451980792
mfh-45deg,0.05165217391304345,81.04105680296472,8.695652173913715e-05,0.14095799206918969,424,259.0,,4.0,0.5,9,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000149,2.9735139502137145
mfh-45deg,0.05182608695652171,81.04105680296472,8.695652173913715e-05,0.14095799206918969,425,259.0,,3.5,0.5,8,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000150,3.1628178188620666
mfh-45deg,0.05199999999999997,81.04105680296472,8.695652173913715e-05,0.14095799206918969,426,259.0,,3.5,0.5,8,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000151,3.350583367891659
mfh-45deg,0.05217391304347823,81.32297278710308,8.695652173913715e-05,0.14095799206917548,427,258.0,,4.0,0.5,9,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000152,2.536791814051128
mfh-45deg,0.05234782608695649,81.60488877124143,8.695652173913715e-05,0.14095799206917548,428,257.0,,4.5,0.5,9,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000153,1.7214243740892243
mfh-45deg,0.05252173913043475,81.60488877124143,8.695652173913715e-05,0.14095799206917548,429,257.0,,4.0,0.5,8,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000154,1.904462264754585
mfh-45deg,0.05269565217391301,81.60488877124143,8.695652173913715e-05,0.14095799206917548,430,257.0,,5.0,0.5,9,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000155,2.0858867027958183
mfh-45deg,0.05286956521739127,81.88680475537979,8.695652173913715e-05,0.14095799206917548,431,256.0,,4.0,0.5,6,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000156,1.2656789049615327
mfh-45deg,0.05304347826086953,81.60488877124143,8.695652173913715e-05,0.14095799206917548,432,257.0,,3.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000157,2.4438200880003933
mfh-45deg,0.05321739130434779,81.60488877124143,8.695652173913715e-05,0.14095799206917548,433,257.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000158,2.6202914686611223
mfh-45deg,0.05339130434782605,81.60488877124143,8.695652173913715e-05,0.14095799206917548,434,257.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000159,2.795074263692271
mfh-45deg,0.053565217391304314,81.60488877124143,8.695652173913715e-05,0.14095799206917548,435,257.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000160,2.968149689842562
mfh-45deg,0.053739130434782574,81.88680475537979,8.695652173913715e-05,0.14095799206917548,436,256.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000161,2.1394989638605466
mfh-45deg,0.053913043478260834,81.88680475537979,8.695652173913715e-05,0.14095799206917548,437,256.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000162,2.3091033024949468
mfh-45deg,0.054086956521739095,81.88680475537979,8.695652173913715e-05,0.14095799206917548,438,256.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000163,2.4769439224943994
mfh-45deg,0.054260869565217355,81.88680475537979,8.695652173913715e-05,0.14095799206917548,439,256.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000164,2.6430020406074846
mfh-45deg,0.054434782608695616,82.16872073951814,8.695652173913715e-05,0.14095799206917548,440,255.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000165,1.8072588735829527
mfh-45deg,0.054608695652173876,82.16872073951814,8.695652173913715e-05,0.14095799206917548,441,255.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000166,1.9696956381693838
mfh-45deg,0.05478260869565214,82.16872073951814,8.695652173913715e-05,0.14095799206917548,442,255.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000167,2.1302935511154146
mfh-45deg,0.0549565217391304,82.16872073951814,8.695652173913715e-05,0.14095799206917548,443,255.0,,2.0,0.5,5,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000168,2.289033829169739
mfh-45deg,0.05513043478260866,82.16872073951814,8.695652173913715e-05,0.14095799206917548,444,255.0,,2.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000169,2.4458976890809367
mfh-45deg,0.05530434782608692,82.45063672365649,8.695652173913715e-05,0.14095799206917548,445,254.0,,1.0,0.5,3,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000170,1.6008663475977016
mfh-45deg,0.05547826086956518,82.73255270779485,8.695652173913715e-05,0.14095799206918969,446,253.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000171,0.7539210214686705
mfh-45deg,0.05565217391304344,82.73255270779485,8.695652173913715e-05,0.14095799206918969,447,253.0,,1.5,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000172,0.9050429274425085
mfh-45deg,0.0558260869565217,82.45063672365649,8.695652173913715e-05,0.14095799206917548,448,254.0,,3.0,0.5,4,,visible_pixel_support,False,visible_candidate,line-mfh-45deg-000173,2.0542132822677672
