series,x,y,x_uncertainty,y_uncertainty,pixel_x,pixel_y,pixel_half_height,support_pixels,guide_residual_px,evidence_status,segment_break,status,candidate_id,support_x_min,support_x_max,group_assignment_cost,competing_series,line_semantics
test-0deg,0.04191304347826084,124.17420237613281,8.695652173913715e-05,0.28191598413835095,368,106.0,1.0,3,0.32583211856169214,visible_pixel_support,True,visible_candidate,line-test-0deg-000101,,,,,
test-0deg,0.0420869565217391,124.17420237613281,8.695652173913715e-05,0.28191598413835095,369,106.0,1.0,2,0.09912536443147246,visible_pixel_support,False,visible_candidate,line-test-0deg-000102,,,,,
test-0deg,0.04226086956521736,124.17420237613281,8.695652173913715e-05,0.14095799206917548,370,106.0,0.5,1,0.12090014577259467,visible_pixel_support,False,visible_candidate,line-test-0deg-000103,,,,,
test-0deg,0.043130434782608675,124.45611836027116,8.695652173913715e-05,0.14095799206917548,375,105.0,0.5,2,0.08892128279882172,visible_pixel_support,True,visible_candidate,line-test-0deg-000104,,,,,
test-0deg,0.043304347826086935,124.73803434440951,8.695652173913715e-05,0.28191598413836516,376,104.0,1.0,3,0.7502733236151613,visible_pixel_support,False,visible_candidate,line-test-0deg-000105,,,,,
test-0deg,0.043478260869565195,124.73803434440951,8.695652173913715e-05,0.28191598413836516,377,104.0,1.0,3,0.6025267249757178,visible_pixel_support,False,visible_candidate,line-test-0deg-000106,,,,,
test-0deg,0.04469565217391302,125.01995032854788,8.695652173913715e-05,0.14095799206918969,384,103.0,0.5,1,1.010477405247812,visible_pixel_support,True,visible_candidate,line-test-0deg-000107,,,,,
test-0deg,0.04486956521739128,125.01995032854788,8.695652173913715e-05,0.14095799206918969,385,103.0,0.5,1,1.0,visible_pixel_support,False,visible_candidate,line-test-0deg-000108,,,,,
test-0deg,0.04504347826086954,124.73803434440951,8.695652173913715e-05,0.28191598413836516,386,104.0,1.0,3,0.014625000000009436,visible_pixel_support,False,visible_candidate,line-test-0deg-000109,,,,,
test-0deg,0.0452173913043478,124.73803434440951,8.695652173913715e-05,0.28191598413836516,387,104.0,1.0,3,0.05699999999998795,visible_pixel_support,False,visible_candidate,line-test-0deg-000110,,,,,
test-0deg,0.04539130434782606,125.01995032854788,8.695652173913715e-05,0.14095799206918969,388,103.0,0.5,1,1.124875000000003,visible_pixel_support,False,visible_candidate,line-test-0deg-000111,,,,,
test-0deg,0.04556521739130432,125.01995032854788,8.695652173913715e-05,0.14095799206918969,389,103.0,0.5,1,1.215999999999994,visible_pixel_support,False,visible_candidate,line-test-0deg-000112,,,,,
test-0deg,0.04573913043478258,125.01995032854788,8.695652173913715e-05,0.14095799206918969,390,103.0,0.5,1,1.328125,visible_pixel_support,False,visible_candidate,line-test-0deg-000113,,,,,
test-0deg,0.04626086956521736,125.01995032854788,8.695652173913715e-05,0.14095799206918969,393,103.0,0.5,1,1.768000000000015,visible_pixel_support,True,visible_candidate,line-test-0deg-000114,,,,,
test-0deg,0.04643478260869562,124.73803434440951,8.695652173913715e-05,0.28191598413836516,394,104.0,1.0,3,0.9416250000000019,visible_pixel_support,False,visible_candidate,line-test-0deg-000115,,,,,
test-0deg,0.04660869565217388,124.45611836027116,8.695652173913715e-05,0.4228739762075264,395,105.0,1.5,4,0.125,visible_pixel_support,False,visible_candidate,line-test-0deg-000116,,,,,
test-0deg,0.04678260869565214,124.45611836027116,8.695652173913715e-05,1.127663936553418,396,105.0,4.0,7,0.31587500000000546,visible_pixel_support,False,visible_candidate,line-test-0deg-000117,,,,,
test-0deg,0.046956521739130404,124.17420237613281,8.695652173913715e-05,1.127663936553418,397,106.0,4.0,7,0.48799999999999955,visible_pixel_support,False,visible_candidate,line-test-0deg-000118,,,,,
